Elev,  Lat,  Long, Mdl,  Tmp,  RH , Wind,   PPT ,  ERC,   BI,   SC, KBDI,   HUN,  THOU,   TEN,  STL, ADJ,  I   
 232, 31.1,  83.4, 8D ,   89,   59,    1,    .70,   46,   36,    5,  220,    18,    20,    11,   2 ,  L ,  5   
  13, 31.2,  81.6, 8D ,   90,   61,    2,   1.67,    4,    0,    0,  332,    18,    20,    35,   1 ,  L ,  0   
 136, 31.2,  82.4, 8D ,   87,   69,    7,    .33,   45,   44,    8,  273,    19,    20,    13,   3 ,  M ,  5   
  69, 30.7,  82.1, 8G ,   91,   53,    4,    .40,   18,   13,    1,  285,    20,    22,    11,   2 ,  L ,  5   
 114, 30.8,  82.3, 8G ,   88,   64,    5,    .44,   19,   14,    2,  363,    19,    21,    12,   3 ,  M ,  4   
 125, 30.9,  82.3, 8G ,   89,   68,    5,    .36,   17,   13,    1,  370,    20,    22,    13,   2 ,  L ,  4   
  25, 30.9,  81.4, 7G ,   85,   76,    4,    .00,   18,   16,    2,  475,    17,    21,    15,   3 ,  M ,  3   
2320, 48.7, 116.2, 7G ,   91,   22,   10,    .00,   70,   80,   18,  386,     8,     9,     5,   5 ,  V , 54   
5120, 48.9, 116.7, 7G ,   80,   28,    3,    .00,   53,   47,    7,  381,     9,    14,     6,   4 ,  H , 28   
2600, 48.5, 116.9, 7G ,   89,   14,   10,    .01,   56,   71,   17,  430,    11,    12,     4,   5 ,  V , 63   
2270, 48.0, 116.7, 7G ,   94,   15,    6,    .00,   55,   58,   12,  394,    11,    13,     4,   4 ,  V , 52   
4270, 47.1, 115.8, 7G ,   85,   45,    2,    .03,   52,   42,    6,  506,    11,    12,     9,   4 ,  M , 14   
4000, 47.5, 115.9, 7G ,   88,   28,    8,    .01,   76,   73,   14,  525,     6,     8,     5,   4 ,  H , 40   
5140, 47.1, 116.2, 7G ,   83,   41,    4,    .01,   63,   53,    8,  375,     8,    10,     7,   4 ,  H , 21   
4720, 47.8, 116.2, 7G ,   80,   33,   11,    .00,   69,   78,   17,  263,     7,     9,     6,   4 ,  H , 37   
2500, 46.9, 116.9, 7G ,   93,   24,    3,    .00,   66,   44,    5,   63,     6,    10,     5,   5 ,  V , 28   
3687, 46.9, 116.6, 7G ,   90,   32,    4,    .01,   74,   73,   14,   55,     5,     9,     6,   3 ,  M , 37   
2739, 46.7, 115.2, 7G ,   89,   47,    3,    .13,   39,   32,    4,  102,    11,    15,     9,   3 ,  M , 14   
3085, 46.4, 115.7, 7G ,   89,   35,    2,    .20,   45,   35,    5,  109,    11,    14,     7,   4 ,  M , 20   
1700, 46.6, 116.2, 7C ,   96,   27,    3,    .00,   14,   31,   12,   49,     7,    10,     5,   3 ,  M , 39   
5585, 46.8, 115.5, 7G ,   80,   45,    3,    .16,   55,   59,   12,   63,     9,    12,     8,   5 ,  V , 23   
3410, 45.5, 115.3, 7C ,   87,   31,    0,    .00,   14,   32,   12,   54,     5,     8,     6,   3 ,  M , 30   
3411, 46.2, 116.6, 7C ,   86,   35,    7,    .03,   16,   44,   22,   45,     6,     8,     6,   3 ,  M , 41   
2690, 46.0, 116.8, 7C ,   91,   29,    5,    .21,   17,   44,   20,  331,     8,     8,     6,   3-,  H , 46   
1520, 46.1, 115.5, 7G ,   88,   52,    1,    .05,   42,   31,    4,  104,    11,    14,    10,   3 ,  M ,  9   
3377, 46.1, 115.7, 7G ,   91,   38,    2,    .02,   64,   47,    6,   78,     7,    10,     7,   5 ,  H , 19   
8100, 45.6, 114.6, 7G ,   71,   36,    9,    .00,   63,   76,   18,  113,     7,    10,     7,   3 ,  M , 29   
2460, 46.1, 114.9, 7G ,   91,   38,    0,    .01,   50,   36,    4,  455,    10,    12,     8,   3 ,  M , 16   
3666, 46.5, 114.6, 7G ,   88,   34,    3,    .14,   45,   39,    6,  392,    12,    14,     7,   3 ,  M , 22   
1568, 45.6, 116.2, 7C ,   97,   26,    3,    .00,   18,   41,   16,  383,     7,    10,     5,   3 ,  H , 46   
5814, 45.3, 115.1, 7G ,   81,   29,    6,    .00,   64,   59,   10,  282,     7,    10,     6,   3 ,  M , 29   
4600, 45.7, 115.3, 7G ,   83,   37,    2,    .00,   46,   38,    5,  343,    11,    14,     8,   3 ,  M , 17   
6560, 46.5, 114.5, 7G ,   78,   39,    4,    .16,   53,   55,   11,  388,    10,    12,     8,   3+,  M , 25   
4570, 45.8, 115.9, 7G ,   82,   46,    2,    .09,   47,   38,    5,  271,    11,    13,     9,   3 ,  M , 13   
1357, 45.6, 116.4, 7C ,   99,   23,    3,    .00,   19,   45,   18,  435,     5,     7,     4,   3 ,  H , 54   
3804, 44.8, 116.4, 7C ,   87,   27,    8,    .03,   18,   40,   15,  396,     6,     7,     5,   3 ,  M , 41   
4376, 45.1, 116.7, 7T ,   82,   35,    9,    .00,   12,   54,   44,  374,     6,     7,     7,   3 ,  M , 29   
5175, 44.9, 115.7, 7H ,   82,   34,    3,    .00,   37,   29,    4,  384,     6,     8,     7,   3 ,  M , 30   
7137, 44.3, 115.5, 7G ,   80,   28,    7,    .00,   73,   62,   10,  279,     6,     9,     5,   3 ,  M , 32   
5400, 44.2, 116.1, 7G ,   83,   36,    3,    .00,   72,   46,    5,  348,     6,     8,     6,   3 ,  M , 20   
5297, 44.9, 116.1, 7G ,   81,   36,    1,    .00,   69,   39,    4,  343,     7,     9,     7,   3 ,  M , 14   
3529, 45.4, 114.1, 7C ,   95,   20,    2,    .00,   20,   34,   10,  291,     7,     9,     4,   1 ,  L , 41   
5100, 45.1, 113.9, 7G ,   83,   27,    5,    .00,   79,   52,    6,  191,     5,     7,     5,   4 ,  H , 24   
5878, 45.3, 114.5, 7G ,   88,   24,    3,    .00,   76,   60,    9,  197,     6,     8,     5,   1 ,  L , 35   
6150, 44.7, 113.3, 7G ,   85,   22,    5,    .00,   75,   52,    7,  381,     6,     8,     5,   1 ,  L , 31   
6405, 44.8, 114.0, 7G ,   81,   23,    9,    .00,   83,   72,   12,  174,     5,     7,     5,   1 ,  L , 40   
5200, 45.3, 113.8, 7G ,   84,   24,    3,    .00,   80,   45,    4,  210,     5,     7,     5,   1 ,  L , 22   
7910, 44.9, 114.4, 7G ,   75,   31,    5,    .00,   74,   53,    7,  203,     6,     8,     6,     ,    , 22   
3570, 44.3, 117.1, 7A ,   82,   34,    6,    .00,    2,   24,   50,  442,     5,     6,     6,   3 ,  M , 18   
4645, 43.9, 115.9, 7G ,   89,   26,    3,    .01,   68,   55,    8,  445,     8,     9,     6,   3 ,  M , 29   
4560, 44.0, 115.8, 7G ,   87,   29,    4,    .00,   74,   51,    6,  377,     6,     8,     6,   3 ,  M , 24   
6426, 44.3, 114.7, 7G ,   84,   22,    6,    .00,   65,   62,   11,  183,     8,    10,     5,   1 ,  L , 37   
7853, 43.8, 113.8, 7G ,   79,   23,   15,    .00,   68,   84,   20,  154,     7,     9,     5,   4 ,  V , 52   
4575, 44.7, 114.9, 7H ,   89,   22,    2,    .00,   44,   26,    2,  268,     5,     8,     5,   1 ,  L , 35   
6523, 44.1, 114.9, 7G ,   84,   22,    5,    .00,   61,   51,    8,  207,     8,    12,     5,   3 ,  M , 34   
8800, 43.9, 114.7, 7G ,   71,   30,    7,    .00,   79,   63,   10,  196,     6,     7,     6,   4 ,  H , 28   
5226, 44.5, 114.2, 7G ,   90,   22,    4,    .00,   82,   51,    6,  414,     5,     7,     4,   4 ,  H , 30   
5418, 43.6, 113.3, 7A ,   88,   20,   10,    .00,    3,   42,  115,  444,     6,     7,     4,   4 ,  H , 41   
6625, 44.3, 112.1, 7T ,   81,   27,    6,    .00,   14,   43,   23,  219,     6,    10,     5,   3-,  M , 28   
6337, 44.4, 111.3, 7T ,   83,   32,    2,    .04,    7,   12,    3,  332,    13,    15,     7,   2 ,  L ,  9   
5775, 44.1, 111.7, 7A ,   87,   24,    6,    .01,    3,   28,   51,  220,     7,    10,     5,   4 ,  H , 27   
6838, 43.6, 111.5, 7T ,   81,   32,    3,    .09,   12,   25,    9,  219,     7,     9,     6,   3-,  M , 16   
7332, 43.5, 111.2, 7T ,   85,   25,    5,    .01,   14,   37,   16,  240,     6,     9,     5,   3+,  M , 25   
3023, 43.0, 115.8, 7A ,   96,   21,    3,    .00,    3,   20,   23,  547,     6,     7,     4,   2 ,  L , 20   
5535, 43.1, 115.1, 7F ,   88,   21,    8,    .00,   40,   85,   36,  309,     5,     5,     4,   4 ,  V , 70   
6172, 43.5, 115.3, 7G ,   83,   29,    5,    .00,   80,   57,    7,  500,     5,     7,     6,   3 ,  M , 25   
6482, 43.6, 114.9, 7G ,   84,   24,    6,    .00,   81,   63,    9,  509,     6,     7,     5,   3 ,  M , 35   
6300, 43.7, 114.4, 7G ,   87,   25,    2,    .00,   76,   46,    5,  425,     6,     8,     5,   3 ,  M , 26   
6248, 43.6, 114.3, 7G ,   83,   24,   13,    .00,   86,   93,   20,  451,     5,     6,     5,   3 ,  H , 52   
4930, 43.2, 113.5, 7G ,   93,   18,   10,    .01,   86,   81,   15,  553,     6,     6,     4,   4 ,  V , 55   
6391, 43.0, 111.3, 7A ,   85,   25,    7,    .00,    3,   31,   64,  263,    10,    12,     6,   3+,  M , 29   
5696, 42.6, 112.3, 7T ,   91,   19,    2,    .00,   18,   29,    8,  361,     5,     8,     4,   2 ,  M , 21   
5000, 42.4, 115.2, 7G ,   94,   18,    8,    .05,   84,   72,   12,  272,     6,     7,     4,   4 ,  V , 49   
4920, 42.3, 116.6, 7A ,   92,   17,   13,    .07,    3,   49,  143,  561,     8,     7,     4,   4 ,  V , 54   
5270, 42.8, 116.5, 7A ,   88,   24,    3,    .00,    3,   19,   21,  317,     8,     9,     5,   2 ,  L , 17   
3350, 42.6, 115.1, 7G ,  101,   15,    3,    .04,   90,   52,    5,  566,     5,     6,     3,   4 ,  H , 37   
5660, 42.0, 115.7, 7A ,   90,   16,   14,    .00,    3,   50,  148,  527,     5,     7,     4,   4 ,  V , 56   
5377, 42.0, 116.2, 7T ,   87,   21,   12,    .11,   19,   80,   66,  410,     7,     7,     5,   5 ,  V , 53   
4279, 42.9, 114.0, 7G ,   95,   16,    9,    .00,   88,   79,   14,  571,     5,     6,     4,   4 ,  V , 55   
5055, 42.9, 113.1, 7A ,   93,   18,    9,    .00,    3,   43,  110,  379,     5,     7,     4,   4 ,  V , 47   
6418, 42.3, 112.7, 7A ,   90,   20,    1,    .04,    3,   16,   13,  259,     7,     8,     4,   3-,  M , 15   
6252, 42.5, 111.8, 7T ,   88,   20,    7,    .01,   19,   57,   32,  404,     6,     8,     4,   4 ,  H , 41   
6854, 42.8, 111.8, 7T ,   84,   25,    7,    .00,   16,   50,   29,  306,     5,     7,     5,   3+,  M , 34   
7582, 42.8, 111.2, 7T ,   83,   25,    4,    .02,   15,   35,   13,  302,     8,     9,     5,   3-,  M , 23   
5700, 42.3, 114.3, 7G ,   92,   16,    3,    .00,   89,   57,    7,  276,     5,     6,     3,   4 ,  H , 38   
5700, 42.0, 114.4, 7G ,   92,   18,    3,    .00,   74,   46,    5,  248,     7,     9,     4,   4 ,  H , 31   
6571, 42.0, 113.1, 7G ,   90,   17,    6,    .00,   92,   72,   11,  279,     4,     6,     3,   5 ,  V , 50   
4331, 42.5, 113.2, 7G ,   96,   17,    4,    .00,   77,   51,    6,  512,     7,     8,     4,   4 ,  H , 37   
5660, 42.0, 113.8, 7G ,   94,   15,    2,    .00,   89,   54,    6,  339,     5,     6,     3,   5 ,  V , 37   
5200, 42.0, 112.1, 7L ,   93,   19,    5,    .05,    6,   41,   49,  424,     5,     7,     4,   3+,  M , 43   
 489, 41.3,  88.1, 7L ,   80,   44,    4,    .00,    0,    3,    3,  256,    16,    18,     9,   1 ,  L ,  5   
 450, 37.6,  89.0, 7E ,   81,   63,    7,    .10,   11,   15,    3,  208,    17,    21,    12,   3 ,  M ,  9   
 540, 37.4,  88.6, 7E ,   79,   50,    5,    .00,   12,   14,    2,  265,    16,    21,    11,   2 ,  L ,  8   
 700, 37.2,  89.3, 7E ,   81,   55,    2,    .00,   12,   11,    1,  211,    17,    21,    11,   2 ,  L ,  6   
 647, 41.6,  87.0, 7E ,   76,   43,    5,    .00,   20,   27,    6,  361,    14,    18,     9,   3 ,  M , 18   
 531, 39.0,  87.3, 7R ,   77,   46,    6,    .00,    6,    4,    0,  155,    16,    21,    10,   1 ,  L ,  7   
 750, 39.0,  86.4, 7R ,   79,   48,    3,    .04,    5,    3,    0,  258,    17,    21,    10,   1 ,  L ,  6   
 900, 38.9,  85.3, 7L ,   77,   51,    8,    .01,    0,    2,    2,   84,    18,    22,    11,   1 ,  L ,  3   
 927, 38.6,  86.0, 7R ,   79,   51,    2,    .00,    5,    3,    0,  185,    17,    21,    10,   1 ,  L ,  5   
 718, 38.1,  86.6, 7R ,   81,   48,    4,    .15,    5,    3,    0,  113,    18,    22,    10,   1 ,  L ,  6   
1000, 41.5,  96.0, 7L ,   85,   44,    8,    .00,    1,    9,   15,  456,    16,    18,     9,   2 ,  L , 11   
1070, 41.8,  95.9, 8L ,   85,   45,    6,    .00,    2,   22,   32,  392,    15,    16,     9,     ,    , 12   
 898, 41.5,  93.2, 8L ,   82,   42,    7,    .00,    2,   20,   27,  470,    16,    17,     9,   2 ,  L , 16   
 960, 40.9,  93.4, 8L ,   83,   44,    3,    .00,    1,    9,   17,  340,    16,    17,    10,   1 ,  L ,  8   
 651, 40.6,  91.7, 8L ,   81,   44,    1,    .00,    1,    7,    9,  379,    15,    18,     9,   1 ,  L ,  7   
1747, 39.6,  99.1, 7L ,   82,   58,   12,    .00,    1,   19,   43,  185,    13,    16,    10,   2 ,  L , 13   
1100, 39.3,  95.8, 7N ,   82,   46,    5,    .00,   15,   39,   17,  270,    15,    18,     9,   2 ,  L , 12   
1231, 38.4,  96.5, 7L ,   81,   48,    5,    .01,    1,    5,    5,  177,    16,    19,    10,   1 ,  L ,  6   
 797, 38.2,  94.6, 7R ,   81,   56,    5,    .00,    6,    3,    0,  220,    15,    19,    11,   2 ,  L ,  5   
1768, 38.1,  98.4, 7N ,   79,   57,    9,    .06,   12,   48,   33,  131,    15,    17,    11,   2 ,  L , 10   
3538, 37.1, 101.9, 7L ,   85,   37,   21,    .00,    2,   23,   43,  393,    12,    14,     8,   2 ,  M , 23   
 935, 38.7,  84.6, 8E ,   77,   52,    6,    .11,    8,    7,    1,  268,    19,    21,    10,   2 ,  L ,  4   
 552, 37.2,  87.2, 8E ,   81,   51,    8,    .45,   10,   10,    1,  409,    17,    21,    10,   2 ,  L ,  5   
1360, 38.1,  83.4, 8E ,   77,   57,    3,   1.04,    0,    0,    0,  158,    19,    20,    35,   1 ,  L ,  0   
1300, 37.7,  83.6, 8E ,   79,   61,    5,    .06,   10,   13,    2,  437,    19,    21,    12,   2 ,  L ,  8   
1180, 37.7,  82.6, 8E ,   77,   64,    6,    .65,    9,   10,    2,  405,    19,    20,    12,   2 ,  L ,  4   
1388, 37.5,  83.3, 8E ,   76,   70,    5,    .44,    5,    6,    1,  216,    19,    20,    13,   1 ,  L ,  2   
 774, 37.1,  86.1, 8E ,   78,   66,    3,    .08,    8,    8,    1,  288,    17,    20,    12,   2 ,  L ,  4   
 921, 37.0,  84.6, 8E ,   76,   65,   11,    .00,   11,   17,    4,  555,    16,    19,    13,   2 ,  L ,  7   
1465, 37.1,  83.5, 8E ,   77,   69,    2,    .32,    7,    6,    1,  366,    19,    21,    13,   1 ,  L ,  2   
 853, 36.7,  85.3, 8E ,   80,   64,    3,    .05,   11,   11,    2,  549,    18,    19,    13,   2 ,  L ,  5   
1090, 36.6,  83.6, 8E ,   78,   64,    5,    .92,    4,    5,    1,   82,    21,    20,    13,   1 ,  L ,  2   
 649, 36.7,  88.0, 8E ,   79,   64,    6,    .04,    8,    9,    1,  297,    17,    21,    12,   2 ,  L ,  5   
 230, 32.8,  93.0, 7D ,   89,   46,    2,    .00,   17,   15,    2,  657,    15,    18,     9,   1 ,  L ,  7   
 200, 31.4,  93.1, 7D ,   93,   37,    4,    .00,   31,   38,    8,  681,    14,    17,     8,   3 ,  M , 17   
 300, 31.8,  92.7, 7D ,   90,   39,    6,    .00,   30,   43,   11,  671,    12,    16,     8,   3 ,  M , 19   
 350, 31.0,  93.1, 7C ,   91,   38,    3,    .00,    9,   13,    2,  549,    13,    17,     8,   2 ,  L , 13   
 267, 31.0,  92.9, 7C ,   91,   39,    5,    .00,    7,   11,    3,  638,    14,    18,     8,   2 ,  L , 13   
 185, 31.1,  92.6, 7D ,   91,   38,    5,    .00,   29,   39,    9,  635,    14,    17,     8,   3 ,  M , 17   
 230, 31.5,  92.4, 7D ,   92,   38,    5,    .00,   29,   39,    9,  663,    13,    17,     8,   3 ,  M , 17   
   3, 30.2,  89.7, 8D ,   83,   69,    0,    .00,   37,   28,    3,  650,    17,    18,    13,   3 ,  M ,  3   
   6, 29.8,  93.4, 8N ,   93,   42,    5,    .00,   32,   63,   23,  520,    15,    19,     9,   3 ,  M , 16   
   5, 30.0,  92.8, 8N ,   91,   45,   10,    .00,   33,   90,   49,  595,    16,    20,     9,   3 ,  M , 22   
  11, 30.3,  89.9, 8D ,   88,   61,    2,    .00,   27,   24,    3,  442,    18,    22,    11,   3 ,  M ,  6   
   0, 44.0,  68.6, 7H ,   75,   56,    6,    .02,    9,    8,    1,  418,    19,    19,    11,   3 ,  M ,  8   
 424, 44.3,  68.2, 7H ,   76,   41,    7,    .00,   15,   13,    2,  481,    16,    16,     9,   3 ,  M , 17   
   2, 29.7,  90.1, 7G ,   86,   53,    5,    .00,   24,   27,    5,  333,    17,    20,    11,   3 ,  M , 10   
 210, 45.1,  67.2, 7G ,   79,   34,    4,    .01,   33,   31,    5,  613,    16,    18,     8,   4 ,  M , 19   
  50, 43.2,  70.5, 7G ,   72,   66,    3,    .00,   28,   20,    2,  575,    16,    17,    13,   3 ,  M ,  4   
1280, 46.2,  69.8, 8G ,   65,   59,    7,    .07,   23,   14,    1,  209,    17,    19,    12,   4 ,  M ,  3   
1090, 39.6,  78.4, 7E ,   83,   32,    2,    .00,   17,   18,    3,  406,    16,    20,     8,   3 ,  M , 18   
1485, 39.6,  77.4, 7E ,   77,   51,    3,    .02,   17,   26,    6,  350,    19,    22,    11,   3 ,  M , 15   
 450, 39.4,  77.7, 7E ,   84,   45,    3,    .02,   14,   14,    2,  415,    19,    22,     9,   2 ,  L , 13   
 369, 39.6,  76.1, 7E ,   82,   64,    0,    .07,   15,   13,    2,   87,    20,    24,    12,   3 ,  M ,  6   
 200, 39.0,  76.8, 7G ,   82,   56,    2,    .59,    0,    0,    0,   16,    20,    25,    35,     ,    ,  0   
 209, 38.6,  76.8, 7E ,   81,   60,    2,    .03,   14,   16,    3,   58,    20,    25,    12,   3 ,  M ,  7   
  15, 38.4,  76.0, 7G ,   78,   74,    2,    .15,   13,   11,    1,   35,    20,    23,    15,   1 ,  L ,  2   
  49, 38.9,  75.9, 7E ,   80,   67,    0,    .41,   10,    7,    1,   16,    22,    26,    13,   2 ,  L ,  4   
  53, 38.3,  75.4, 7E ,   77,   82,    1,    .54,    7,    9,    2,   19,    21,    25,    18,   2 ,  L ,  1   
 110, 41.9,  70.0, 7B ,   75,   52,    4,    .00,   11,   14,    3,  295,    20,    19,    12,   1 ,  L ,  5   
 281, 41.7,  70.5, 7O ,   75,   57,    3,    .00,   27,   17,    2,  548,    22,    21,    13,   3 ,  M ,  3   
 240, 42.5,  71.6, 7G ,   77,   52,    1,    .00,   29,   18,    2,  599,    17,    17,    11,   3-,  M ,  6   
1200, 46.4,  89.8, 8C ,   76,   56,    9,    .00,   11,   26,   11,  113,    16,    19,    11,     ,    , 15   
1605, 46.2,  89.1, 7E ,   78,   55,    5,    .08,   17,   24,    5,   91,    17,    19,    11,   4 ,  M , 13   
1262, 46.6,  88.9, 7E ,   78,   58,    5,    .18,   16,   23,    5,   84,    18,    20,    11,   4 ,  M , 12   
 962, 47.9,  89.1, 7R ,   63,   96,    2,    .86,    1,    1,    0,    5,    18,    20,    23,   1 ,  L ,  0   
1225, 46.2,  87.4, 8C ,   68,   83,    5,    .26,    2,    4,    1,  100,    16,    18,    17,   1 ,  L ,  1   
1255, 46.0,  88.0, 8C ,   69,   73,    4,    .11,    7,   11,    2,  110,    16,    19,    13,     ,    ,  3   
 815, 46.2,  86.7, 7E ,   66,   74,    9,    .00,   11,   25,    9,  163,    16,    18,    15,   4+,  M ,  5   
 771, 46.4,  86.6, 7E ,   66,   70,    4,    .00,   12,   18,    4,  242,    15,    15,    14,   3+,  M ,  4   
 653, 45.9,  86.9, 7E ,   65,   92,    6,    .10,    0,    0,    0,  181,    17,    19,    35,   1 ,  L ,  0   
 253, 46.1,  86.5, 7E ,   69,   68,    9,    .00,   14,   29,   10,  192,    16,    18,    12,   5 ,  H , 11   
 900, 46.2,  85.9, 7G ,   70,   62,    9,    .00,   29,   31,    6,  203,    15,    17,    12,   3+,  M ,  8   
 750, 46.3,  84.8, 7E ,   73,   40,    6,    .00,   16,   19,    4,  115,    15,    17,     9,   4-,  M , 15   
 867, 46.1,  84.9, 7E ,   71,   49,    4,    .00,   13,   14,    2,  184,    16,    17,    11,   3+,  M ,  8   
 788, 44.7,  86.0, 7E ,   72,   60,    5,    .00,   13,   16,    3,  103,    15,    18,    11,   3 ,  M ,  8   
 895, 45.1,  84.1, 8C ,   72,   37,    4,    .00,   20,   23,    4,   89,    15,    18,     8,     ,    , 13   
1050, 44.6,  84.1, 8C ,   72,   41,    5,    .00,    4,    5,    1,   79,    16,    18,     9,   1 ,  L ,  4   
 833, 44.6,  83.5, 8C ,   74,   40,    4,    .00,    7,   10,    2,  121,    16,    19,     9,   2 ,  L , 10   
 796, 44.2,  85.9, 8E ,   76,   50,    3,    .00,   15,   13,    2,  239,    15,    17,    10,   3 ,  M ,  6   
 704, 44.3,  83.6, 8C ,   75,   38,    2,    .00,   10,   12,    2,  249,    15,    18,     8,   2 ,  L ,  8   
 820, 43.8,  85.8, 8E ,   75,   46,    3,    .00,   15,   13,    2,  302,    15,    18,    10,   2 ,  L ,  6   
1060, 48.5,  96.4, 7L ,   81,   67,   11,    .00,    1,   12,   29,   36,    15,    17,    12,   1 ,  L ,  9   
1047, 48.8,  95.6, 7L ,   84,   61,   12,    .00,    1,   15,   36,  116,    15,    17,    11,   2 ,  L , 12   
1113, 48.6,  94.6, 7L ,   84,   54,    9,    .00,    1,   11,   23,   74,    16,    18,    10,   1 ,  L , 11   
1131, 48.3,  93.5, 7L ,   84,   46,   11,    .00,    0,    3,    2,   32,    16,    19,     9,   1 ,  L ,  4   
1368, 48.1,  92.1, 7G ,   80,   54,    3,    .00,   26,   20,    2,   31,    15,    19,    11,   3 ,  M ,  7   
1200, 48.4,  93.0, 7G ,   77,   74,    6,    .08,   11,    0,    0,   29,    16,    18,    35,   1 ,  L ,  0   
1455, 47.8,  91.8, 7G ,   79,   49,   13,    .00,   30,   40,    9,   48,    15,    18,    10,   3 ,  M , 18   
1330, 46.8,  92.4, 7L ,   75,   64,    5,    .00,    0,    2,    2,   30,    17,    20,    13,   1 ,  L ,  2   
1350, 47.3,  92.8, 7L ,   80,   52,   12,    .00,    1,    4,    5,   26,    16,    19,    10,   1 ,  L ,  5   
1320, 48.0,  92.8, 7L ,   82,   47,    9,    .00,    0,    2,    2,   30,    16,    20,    10,   1 ,  L ,  4   
1590, 47.4,  91.9, 7G ,   80,   52,    5,    .00,   24,   21,    3,   30,    17,    20,    10,   3 ,  M ,  9   
1990, 47.6,  91.3, 7G ,   78,   55,    5,    .00,   27,   25,    4,   59,    16,    19,    11,   3 ,  M , 10   
1609, 47.9,  91.4, 7G ,   80,   54,    6,    .00,   27,   26,    4,   28,    16,    18,    11,   3-,  M ,  9   
1200, 47.9,  89.7, 7G ,   66,   83,    6,    .17,   16,   16,    3,   36,    19,    20,    18,   3 ,  M ,  1   
1430, 48.1,  90.8, 7G ,   84,   46,    8,    .01,   26,   28,    5,   91,    17,    19,    10,   3 ,  M , 15   
